PubChemCID,M_Na_pred,Monoiso_Mass
8148,0.1401218948432933,129.15175
98357,0.7142416116773427,180.078644
10364,0.16408969899312742,150.104465
70164,0.6569792564943341,212.068473
18827,0.7194345114846256,128.120115
91665,0.42342723975813107,173.084064
103213,0.4393700220363668,206.167065
76310,0.05866773224113997,133.089149
25919,0.7668851496851019,125.047678
8146,0.7008570018345509,134.094294
22720,0.29091900623703126,103.099714
7715,0.5930459049140653,182.094294
75153,0.6688037217495933,162.06808
89555,0.30336431650137263,152.120115
79098,0.7221135573895395,132.078644
7147,0.508705026805968,136.088815
8421,0.2861146199122847,181.110279
13006,0.37778316524451333,112.052429
123091,0.6410968080100835,270.089209
295950,0.4324657422049245,214.09938
11418,0.588231974257916,114.104465
114530,0.615701037277406,156.151415
225533,0.43772323382917155,211.099714
60989,0.40203077651663444,194.13068
12375,0.6550267483368581,118.09938
22174,0.10132621351612392,137.084064
17004,0.1719833285570712,164.120115
12198,0.8901312450022661,160.073559
25550,0.6544276676041425,193.110279
15286,0.757418691167641,118.09938
125558,0.1770124348580584,177.078979
11357,0.18520755074127793,121.089149
7757,0.7418651040421266,116.047344
14106,0.5035209233539238,172.073559
10989,0.5361077114660211,158.167065
7288,0.4004536409283468,86.073165
7171,0.2060081623846195,164.120115
13563,0.1560734208259037,101.120449
68147,0.22741668602023224,127.099714
8060,0.13353542864930146,87.104799
13512,0.33008648435636356,82.07825
78860,0.6629847547537872,146.094294
6510,0.6742119164645248,134.094294
22325,0.23128168456700893,136.125201
12007,0.17604742401079898,141.034527
6749,0.18983439305897667,160.052429
21576,0.7521285423484118,207.089543
162070,0.8559522491370143,142.09938
7198,0.7189619358623679,200.104859
19089,0.5376506586157719,136.088815
7475,0.2201403368268522,138.042927
8363,0.4971305974566953,228.078644
11783,0.3642747075199366,152.058578
7284,0.5101493042855463,86.073165
77501,0.701938157242929,142.09938
6549,0.30742676540422265,154.135765
13033,0.20824187970926955,132.0939
10953,0.6425650080560221,100.052429
7463,0.2780699171246359,134.10955
332,0.46148793923397213,150.06808
11317,0.27911708824194614,156.0939
170507,0.3365523344118244,166.135765
7409,0.508705026805968,122.073165
76980,0.6131677539204823,129.078979
6495,0.5937117031497051,104.08373
2969,0.6675228770628391,172.14633
11504,0.18520755074127793,121.089149
171789,0.8842887783830421,200.104859
92809,0.7090297327899374,278.22458
8351,0.21470955089818008,173.120449
89734,0.8434849580838778,160.073559
74904,0.6241403584394898,166.09938
81134,0.43865298701474975,197.032422
8194,0.5630089766802461,184.182715
107330,0.5954259680170408,168.151415
101709,0.21903497863238885,167.094629
17049,0.7674951392930726,130.09938
7915,0.828656209043037,102.06808
3677,0.11177735772665143,163.1361
170728,0.42772970523433623,212.131349
36081,0.8489324364954037,198.16198
11813,0.4778628392567325,182.032757
119800,0.6645398569973652,182.13068
12643,0.7340000015416709,221.141579
196,0.6259421006865868,146.057909
61023,0.6006970721156383,160.109944
85689,0.5463962648090023,154.062994
92292,0.3079220224738122,206.167065
31721,0.16834229202402692,165.115364
7675,0.3941283179549642,123.068414
118201,0.7855728751930444,194.13068
87974,0.8257627266626296,146.094294
220875,0.327379958392205,189.042593
25914,0.13418636416512364,101.120449
31263,0.6917156245644087,130.062994
3638,0.4146793783157861,207.089543
13246,0.31886995844444965,182.167065
16966,0.33680869215395304,212.094963
20590,0.3125169977004567,152.120115
14322,0.684834189272895,165.078979
12837,0.23357074880764753,188.120115
7792,0.5954071097274404,158.167065
8215,0.6356584877730502,340.334131
3712,0.19982807675419134,147.068414
7910,0.5752472045754922,102.104465
69389,0.5265279507183077,72.057515
10908,0.6159204003819766,116.08373
5906,0.18640015346192607,167.094629
7700,0.7206134067690756,264.20893
31219,0.7687515683264298,164.08373
8878,0.8972843432357153,170.13068
61527,0.4200186112821278,138.06808
70355,0.3799734150405073,204.11503
104896,0.5792023075951136,142.09938
102805,0.2909019216695595,220.182715
7517,0.1659446561800193,113.084064
11463,0.2950422130895327,136.125201
313030,0.7937946117688662,390.27701
111009,0.5773856794626595,140.047344
90514,0.32134353743718924,165.078979
76322,0.2702920477433497,126.104465
95682,0.5792129977899756,178.062994
94310,0.7571465760039031,234.16198
773,0.21907718230957962,155.069477
17491,0.6982476772285108,185.024356
7986,0.8724985356365029,314.24571
125,0.3892275476212832,124.052429
109101,0.7090484355431578,220.14633
24509,0.7194654422485501,104.08373
11364,0.5916828458942872,149.084064
8038,0.7587558989964474,116.08373
11157,0.10801645454067066,122.084398
6944,0.304737246227721,137.047678
219105,0.047499897779046174,151.099714
13007,0.12248487251662987,113.120449
11568,0.07285292741215899,109.052764
12124,0.5052702232906816,151.063329
7211,0.7614777039897918,146.13068
16249,0.6605679375227967,144.042259
69150,0.16665262475052622,214.062994
7868,0.3188683537139403,112.125201
62308,0.7983297798351041,160.109944
2972,0.3087703885009164,139.063329
8139,0.768853027153996,214.19328
31266,0.8736695665513253,156.11503
92629,0.7343420488285557,132.11503
106673,0.7002506943687279,236.214016
7406,0.2780699171246359,120.0939
14489,0.8168240000540871,128.08373
6544,0.2807858025342611,138.104465
11327,0.27911708824194614,156.0939
7154,0.6644336728229335,191.094629
7870,0.7081518520269093,118.09938
71872,0.06928547790817752,177.115364
60995,0.6696647787647751,166.09938
8300,0.5163777238915472,72.057515
81881,0.2818360377243262,162.140851
31253,0.35021490251358933,136.125201
7819,0.8477415031086034,128.08373
94568,0.8192591863762977,184.14633
11173,0.5066106327091291,86.073165
7935,0.20677396021779704,108.068748
87688,0.6804119827640774,118.062994
7255,0.17604742401079898,141.034527
8946,0.747024043736905,146.13068
90766,0.16638170072366928,179.131014
7888,0.6938030850742943,172.14633
23548,0.6609364321254446,181.073893
123489,0.3174337226208752,199.099714
10696,0.1457268937183004,136.088815
7486,0.28825102722583074,162.140851
7470,0.42787907159085803,136.052429
8053,0.6192338069038672,117.078979
70818,0.5341029486101617,209.105193
